City,GNIS,Physical Address,Data Source,Building,Building Type,Square Feet,Audited,Audit Notes,Retrofits Done,Retrofit Notes,Fuel Oil,HW District,Electric,Natural Gas,Propane,Biomass,Fuel Oil Post,HW District Post,Electric Post,Natural Gas Post,Propane Post,Biomass Post,implementation cost
Bethel,1398908,1410 CALISTA,Bethel Utility Records,YKHC - CONSTRUCTION,Other,,No,,,,,,,,,,,,,,,,
Bethel,1398908,5813B TUUTANGAYAK,Bethel Utility Records,YKHC 5815B TUUT,Other,,No,,,,,,,,,,,,,,,,
Bethel,1398908,1260 STATE HWY,Bethel Utility Records,YKHC PREMATERNAL/LONG TERM CARE,Other,,No,,,,,,,,,,,,,,,,
Bethel,1398908,363 TOWER,Bethel Utility Records,YUKON HELICOPTERS INC.,Other,,No,,,,,,,,,,,,,,,,
Bethel,1398908,600 AKIACHAK,Bethel Utility Records,YUUT ELITNAURVIAT - PLC,Other,,No,,,,,,,,,,,,,,,,
Bethel,1398908,3341 NORTH APRON,Bethel Utility Records,YUUT YAQUNGVIAT LLC,Other,,No,,,,,,,,,,,,,,,,
Bethel,1398908,3341 NORTH ACCT--2,Bethel Utility Records,YUUT YAQUNGVIAT LLC ACCT--2,Other,,No,,,,,,,,,,,,,,,,
Bethel,1398908,FALSE,Regional Planners,Sackett Hall,Public Assembly,10631,No,,,,,,,,,,,,,,,,
Bethel,1398908,FALSE,Regional Planners,"Yup'ik Museum, Library & Cultural Center",Public Assembly,17711,No,,,,,,,,,,,,,,,,
Bethel,1398908,332 UYAQUQ,Bethel Utility Records,AK MORAVIAN CHURCH,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,332 UYAQUQ,Bethel Utility Records,AK MORAVIAN CHURCH,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,361 THIRD AVE,Bethel Utility Records,AK MORAVIAN CHURCH        361,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,351 THIRD AVE.,Bethel Utility Records,AK MORAVIAN CHURCH (SEM),Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,775 SECOND AVE.,Bethel Utility Records,BETHEL CATHOLIC CHURCH,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,790 RIVER ST,Bethel Utility Records,BETHEL CATHOLIC CHURCH (SOCIAL HALL),Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,120 SIXTH,Bethel Utility Records,BETHEL COMM ASSEMBLY OF GOD-PARSONAGE,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,80A SIXTH,Bethel Utility Records,BETHEL COMMUNITY ASSEMBLY,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,80A SIXTH,Bethel Utility Records,BETHEL COMMUNITY ASSEMBLY,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,165 STATE HWY,Bethel Utility Records,BETHEL EVAN CONVANANT CHURCH,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,220 AKIAK,Bethel Utility Records,BETHEL EVANELICAL CHURCH,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,410 SEVENTH AVE,Bethel Utility Records,BETHEL IND BAPTIST CHURCH,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,421 RIDGECREST,Bethel Utility Records,BETHEL INDEPENDENT BAPTIST CH,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,142 ATSAQ,Bethel Utility Records,BETHEL KOREAN CHURCH,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,327 UYAQUA,Bethel Utility Records,BETHEL MORAVIAN CHURCH,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,331 THIRD AVE,Bethel Utility Records,BETHEL MORAVIAN CHURCH    331,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,451 RIDGECREST,Bethel Utility Records,BETHEL UNITED PENTECOSTAL CHUR,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,BETHEL/UNIT LLC,Bethel Utility Records,BETHEL/UNIT LLC - BETHEL YOUTH FACILITY,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,251A SIXTH AVE,Bethel Utility Records,CHURCH OF GOD,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,541 SIXTH AVE,Bethel Utility Records,SEVENTH DAY ADVENTIST CHURCH,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,BETHEL 5215420,Bethel Utility Records,THE CHURCH OF JC OF L-D S,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,381 MAIN ST.,Bethel Utility Records,TRINITY LIFE CHURCH,Public Assembly,,No,,,,,,,,,,,,,,,,
Bethel,1398908,FALSE,Regional Planners,Police Department,Public Safety,3500,No,,,,,,,,,,,,,,,,
Bethel,1398908,FALSE,Regional Planners,Police Annex,Public Safety,5874,No,,,,,,,,,,,,,,,,
Bethel,1398908,FALSE,Regional Planners,Fire Dept,Public Safety,9912,No,,,,,,,,,,,,,,,,
Bethel,1398908,FALSE,ARIS,Bethel Youth FacilityDHSS,Public Safety,11392,No,,,,,Unknown,158281.4245,,,,,,,,,,
Bethel,1398908,FALSE,ARIS,YKCCDepartment of Corrections,Public Safety,27240,No,,,,,,1201983.568,,,,,,,,,,
Bethel,1398908,ATTN: C DETACHMENT,Bethel Utility Records,ALASKA STATE TROOPERS,Public Safety,,No,,,,,,,,,,,,,,,,
Bethel,1398908,204 STATE HWY,Bethel Utility Records,CITY OF BETHEL COURTHOUSE,Public Safety,,No,,,,,,,,,,,,,,,,
Bethel,1398908,1651B STATE HWY,Bethel Utility Records,COURTNEY'S AUTO & DIESEL,Public Safety,,No,,,,,,,,,,,,,,,,
Bethel,1398908,DOT/PF BLDG. MAINTENANCE,Bethel Utility Records,SOA DOT- FIREHOUSE,Public Safety,,No,,,,,,,,,,,,,,,,
Bethel,1398908,FALSE,ARIS,Bethel Bunkhouse 125-ADept. of Fish & Game,Residential - Multi-Family,1057,No,,,,251.2489927,,2549.422945,,,,,,,,,,
Bethel,1398908,FALSE,ARIS,Bethel Bunkhouse 145-ADept. of Fish & Game,Residential - Multi-Family,1057,No,,,,300.5322044,,2113.019017,,,,,,,,,,
Bethel,1398908,205 AKIAK,Bethel Utility Records,KUSKOKWIM CAMPUS - DORM,Residential - Multi-Family,,No,,,,,,,,,,,,,,,,
Bethel,1398908,614 AKIACHAK,Bethel Utility Records,YUUT ELINAURVAIT - DORM,Residential - Multi-Family,,No,,,,,,,,,,,,,,,,
Bethel,1398908,612 AKIACHAK,Bethel Utility Records,YUUT ELITNAURVAIT/DORM,Residential - Multi-Family,,No,,,,,,,,,,,,,,,,
Bethel,1398908,440 RIDGECREST,Bethel Utility Records,AC COMPANY,Retail - Other,,No,,,,,,,,,,,,,,,,
Bethel,1398908,811A THIRD,Bethel Utility Records,SAMMY'S MARKET,Retail - Other,,No,,,,,,,,,,,,,,,,
Bethel,1398908,301 THIRD,Bethel Utility Records,THE MORAVIAN BOOKSTORE,Retail - Other,,No,,,,,,,,,,,,,,,,
Bethel,1398908,FALSE,ARIS,Bethel Storage FacilityDept. of Fish & Game,Warehousing,1152,No,,,,,,1338.412046,,,,,,,,,,
Bethel,1398908,FALSE,ARIS,Sand Storage (Heated) --2521000130*Central Region,Warehousing,7000,No,,,,4564.534307,,4705.54235,,,,,,,,,,
Bethel,1398908,FALSE,Regional Planners,Water Treatment Plant,Water & Sewer,35925,No,,,,,,,,,,,,,,,,
Bethel,1398908,940B THIRD,Bethel Utility Records,NORTHERN LIGHTS WATER,Water & Sewer,,No,,,,,,,,,,,,,,,,
Bettles,1926949,0,End Use Study,Bettles Lodge,Accommodation Services,,No,,,,,,,,,,,,,,,,
Bettles,1926949,500 PHILLIPS ST,End Use Study,Post Office,Office,893,No,,,,,,1188,,,,,,,,,,
Bettles,1926949,0,End Use Study,AIRPORT ELECTRICAL,Other,96,No,,,,,,,,,,,,,,,,
Bettles,1926949,0,End Use Study,Alaska Power Building,Other,,No,,,,,,,,,,,,,,,,
Bettles,1926949,0,End Use Study,Jespersen Aircraft Services,Other,,No,,,,,,,,,,,,,,,,
Bettles,1926949,"Lot 9A, Block 101, Bettles Airport",End Use Study,Fire Hall,Public Assembly,2925,No,,,,1400,,7200,,,,,,,,,,
Birch Creek,1399049,FALSE,Regional Planners,Airport Electrical,Other,96,No,,,,,,,,,,,,,,,,
Birch Creek,1399049,FALSE,Regional Planners,DOT Hanger,Other,,No,,,,,,,,,,,,,,,,
Birch Creek,1399049,FALSE,Regional Planners,GCI Dish Bldg.,Other,,No,,,,,,,,,,,,,,,,
Birch Creek,1399049,FALSE,Regional Planners,Airport Equipment Storage,Warehousing,1600,No,,,,,,,,,,,,,,,,
Brevig Mission,1420670,0,End Use Study,School Garage,Education - K - 12,672,No,,,,,,,,,,,,,,,,
Brevig Mission,1420670,0,End Use Study,Voc Ed Wood Shop,Education - K - 12,1008,No,,,,,,,,,,,,,,,,
Brevig Mission,1420670,0,End Use Study,K-12 School,Education - K - 12,25792,No,,,,35797,,235147,,,,,,,,,,
Brevig Mission,1420670,0,End Use Study,Clinic,Health Care - Hospitals,,No,,,,4236,,,,,,,,,,,,
Brevig Mission,1420670,0,End Use Study,AIRPORT ELECTRICAL,Other,96,No,,,,,,,,,,,,,,,,
Brevig Mission,1420670,FALSE,ARIS,SREB Building --2523003492*Northern Region,Other,96,No,,,,,,8316.574849,,,,,,,,,,
Brevig Mission,1420670,0,End Use Study,Mechanical Building,Other,672,No,,,,,,,,,,,,,,,,
Brevig Mission,1420670,,Regional Planners,DOT shop,Other,,No,,,,,,,,,,,,,,,,
Brevig Mission,1420670,0,End Use Study,Garage,Other,,No,,,,,,,,,,,,,,,,
Brevig Mission,1420670,Pinguk Ave.,End Use Study,Other Garage,Other,,No,,,,,,,,,,,,,,,,
Brevig Mission,1420670,0,End Use Study,W&S Camp,Other,,No,,,,660,,,,,,,,,,,,
Brevig Mission,1420670,0,End Use Study,City Office Building,Public Assembly,2232,No,,,,,,,,,,,,,,,,
Brevig Mission,1420670,--2 Port Clarence,End Use Study,Brevig Mission Lutheran Church,Public Assembly,5000,No,,,,2000,,7200,,,,,,,,,,
Brevig Mission,1420670,N. Tuttu St.,End Use Study,Community Hall,Public Assembly,,No,,,,660,,,,,,,,,,,,
Brevig Mission,1420670,,Regional Planners,Lutheran Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Brevig Mission,1420670,Clarence Rd & Kugshi Rd.,End Use Study,Multipurpose Building,Public Assembly,,No,,,,6000,,,,,,,,,,,,
Brevig Mission,1420670,--1 Mission St.,End Use Study,VPO Office,Public Safety,,No,,,,990,,,,,,,,,,,,
Brevig Mission,1420670,Mission St. 1,End Use Study,Brevig Muit Store,Retail - Other,3750,No,,,,4800,,112488,,,,,,,,,,
Brevig Mission,1420670,,Regional Planners,Store,Retail - Other,,No,,,,,,,,,,,,,,,,
Brevig Mission,1420670,0,End Use Study,Storage Building,Warehousing,375,No,,,,,,,,,,,,,,,,
Brevig Mission,1420670,0,End Use Study,Storage Buildin BIA,Warehousing,780,No,,,,,,,,,,,,,,,,
Brevig Mission,1420670,0,End Use Study,Portable Storage,Warehousing,800,No,,,,,,,,,,,,,,,,
Brevig Mission,1420670,0,End Use Study,SREB,Warehousing,2000,No,,,,,,,,,,,,,,,,
Buckland,1412684,FALSE,ARIS,Buckland SchoolNorthwest Arctic Borough School District,Education - K - 12,48225,No,,,,65473.92701,,336986.0328,,,,,,,,,,
Buckland,1412684,9 Hillside Rd,End Use Study,Tigautchiaq Amagiaq Health Clinic,Health Care - Hospitals,5000,No,,,,4000,,24000,,,,,,,,,,
Buckland,1412684,17 Betty Ave.,End Use Study,Buckland Post Office,Office,480,No,,,,371,,,,,,,,,,,,
Buckland,1412684,0,End Use Study,Native Village of Buckland Office,Office,1480,No,,,,1540,,,,,,,,,,,,
Buckland,1412684,0,End Use Study,City Office Building,Office,,No,,,,,,,,,,,,,,,,
Buckland,1412684,0,End Use Study,AIRPORT ELECTRICAL,Other,96,No,,,,,,,,,,,,,,,,
Buckland,1412684,0,End Use Study,Shop 2,Other,3250,No,,,,,,,,,,,,,,,,
Buckland,1412684,0,End Use Study,Shop 1,Other,4200,No,,,,,,,,,,,,,,,,
Buckland,1412684,General Delivery,End Use Study,Buckland Friends Church,Public Assembly,6000,No,,,,1000,,,,,,,,,,,,
Buckland,1412684,0,End Use Study,Community Building,Public Assembly,,No,,,,,,,,,,,,,,,,
Buckland,1412684,0,End Use Study,Buckland Native Store,Retail - Other,,No,,,,,,,,,,,,,,,,
Buckland,1412684,FALSE,ARIS,SREB Building --2523003495*Northern Region,Warehousing,2000,No,,,,963.5036496,,6645.059805,,,,,,,,,,
Cantwell,1399788,0,End Use Study,Cantwell School,Education - K - 12,17141,No,,,,,,,,,,,,,,,,
Cantwell,1399788,500 PHILLIPS ST,End Use Study,Post Office,Office,960,No,,,,493,,20461,,,,,,,,,,
Cantwell,1399788,MP 185.5 Parks Hwy,End Use Study,EAST FORK WAYSIDE,Other,272,No,,,,,,,,,,,,,,,,
Cantwell,1399788,MP 238 Parks Hwy,End Use Study,PARKS HWY MP 238 WAYSIDE,Other,305,No,,,,,,,,,,,,,,,,
Cantwell,1399788,MP 269 Parks Hwy,End Use Study,JUNE CREEK WAYSIDE,Other,345,No,,,,,,,,,,,,,,,,
Cantwell,1399788,0,End Use Study,GARAGE,Other,9180,No,,,,,,,,,,,,,,,,
Cantwell,1399788,0,End Use Study,Tesoro Gas Station,Other,,No,,,,,,,,,,,,,,,,
Cantwell,1399788,0,End Use Study,Cantwell Community Hall,Public Assembly,2400,No,,,,,,18825,,,,,,,,,,
Cantwell,1399788,MP 135 Denali Hwy,End Use Study,STORAGE SHED,Warehousing,448,No,,,,,,,,,,,,,,,,
Cantwell,1399788,MP 135 Denali Hwy,End Use Study,STORAGE BLDG,Warehousing,1200,No,,,,,,,,,,,,,,,,
Central,1400106,0,End Use Study,FACILITIES ATCO - 2 BEDROOM,Accommodation Services,360,No,,,,,,,,,,,,,,,,
Central,1400106,0,End Use Study,,Education - K - 12,4256,No,,,,,,,,,,,,,,,,
Central,1400106,0,End Use Study,Central Corner,Food Service and Drinking Places,2500,No,,,,,,,,,,,,,,,,
Central,1400106,0,End Use Study,Far North Market,Food Service and Drinking Places,2640,No,,,,,,,,,,,,,,,,
Central,1400106,500 PHILLIPS ST,End Use Study,Post Office,Office,1350,No,,,,300,,20400,,,,,,,,,,
Central,1400106,PO Box 30189,End Use Study,Circle Museum,Other,2544,No,,,,560,,1500,,,,,,,,,,
Central,1400106,FALSE,ARIS,Maintenance Shop --2523000160*Northern Region,Other,3840,No,,,,,,54618.49156,,,,,,,,,,
Central,1400106,0,End Use Study,SHOP/GARAGE HWY,Other,3840,No,,,,,,,,,,,,,,,,
Central,1400106,FALSE,Regional Planners,Storage,Warehousing,200,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,0,End Use Study,Tsuk Taih School,Education - K - 12,9854,No,,,,11250,,77423,,147,,,,,,,,
Chalkyitsik,1400128,FALSE,Regional Planners,Clinic,Health Care - Hospitals,,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,0,End Use Study,Contaractor Office,Office,576,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,FALSE,Regional Planners,Post Office,Office,,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,FALSE,Regional Planners,Tribal Council Office,Office,,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,FALSE,Regional Planners,Airport Electrical,Other,96,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,FALSE,Regional Planners,Garage,Other,400,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,FALSE,Regional Planners,Lift Station Building,Other,,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,FALSE,Regional Planners,United Utilities Building,Other,,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,FALSE,Regional Planners,Community Hall,Public Assembly,2905,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,FALSE,Regional Planners,Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,FALSE,Regional Planners,Youth Center,Public Assembly,,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,FALSE,Regional Planners,CNC Store,Retail - Other,,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,0,End Use Study,Maintenance Shed,Warehousing,400,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,0,End Use Study,AIRPORT STORAGE BUILDING,Warehousing,1040,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,0,End Use Study,Power House,Warehousing,1296,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,FALSE,Regional Planners,Storage ,Warehousing,1656,No,,,,,,,,,,,,,,,,
Chalkyitsik,1400128,FALSE,Regional Planners,Washeteria,Water & Sewer,,No,,,,,,,,,,,,,,,,
Chefornak,1400188,FALSE,Regional Planners,Chefornak Elementary School,Education - K - 12,2000,No,,,,,,,,,,,,,,,,
Chefornak,1400188,,RACEE,Headstart,Education - K - 12,2600,,,,,,,,,,,,,,,,,
Chefornak,1400188,FALSE,Regional Planners,Chefornak High School,Education - K - 12,17571,No,,,,,,,,,,,,,,,,
Chefornak,1400188,FALSE,ARIS,Chefornak ClinicTribal Government - ANTHC,Health Care - Hospitals,2351,No,,,,503.4306569,,23581.21135,,,,,,,,,,
Chefornak,1400188,FALSE,ANTHC,IGAP Bldg.,Office,805,Yes,Yes,,,641,,3709,,,,414,,3479,,,,
Chefornak,1400188,,RACEE,Traditional Council,Office,1500,,,,,,,,,,,,,,,,,
Chefornak,1400188,,RACEE,City Office,Office,2500,,,,,,,,,,,,,,,,,
Chefornak,1400188,FALSE,Regional Planners,Corporation Office,Office,3200,No,,,,,,,,,,,,,,,,
Chefornak,1400188,,RACEE,New building VSW,Other,630,,,,,,,,,,,,,,,,,
Chefornak,1400188,,RACEE,Post Office,Other,2250,,,,,,,,,,,,,,,,,
Chefornak,1400188,,RACEE,"Chefarnrmute, Inc",Other,8000,,,,,,,,,,,,,,,,,
Chefornak,1400188,FALSE,Regional Planners,City Building,Other,,No,,,,,,,,,,,,,,,,
Chefornak,1400188,,RACEE,Powerhouse,Powerplant,2000,,,,,,,,,,,,,,,,,
Chefornak,1400188,FALSE,ANTHC,Tribal Council,Public Assembly,1034,No,,,,809,,7820,,,,479,,5658,,,,
Chefornak,1400188,,RACEE,Teacher Housing,Residential - Multi-Family,540,,,,,,,,,,,,,,,,,
Chefornak,1400188,,RACEE,Avuigak Store,Retail - Other,1000,,,,,,,,,,,,,,,,,
Chefornak,1400188,FALSE,Regional Planners,Apt. Storage,Warehousing,336,No,,,,,,,,,,,,,,,,
Chefornak,1400188,FALSE,Regional Planners,Washeteria,Water & Sewer,350,Yes,Yes,,,,,,,,,,,,,,,
Chefornak,1400188,FALSE,Regional Planners,Water Treatment Plant,Water & Sewer,600,Yes,Yes,,,,,,,,,,,,,,,
Chefornak,1400188,,RACEE,Pumphouse,Water & Sewer,1152,,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,Chenega Bay Community School,Education - K - 12,8892,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,"School Generator, Fuel Tanks & Storage",Education - K - 12,,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,Nicholas Kompkoff Clinic,Health Care - Hospitals,,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,Native Village of Chenega Office,Office,,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,SRE Bldg 1,Other,1104,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,ARIS,SRE Building --2 (Heated) --2531000135*Central Region,Other,2000,No,,,,3199.362044,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,Gas Station,Other,,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,Hazardous Waste Bldg,Other,,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,Info Center,Other,,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,John M. Totemoff Museum,Other,,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,Rec Center,Other,,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,Sea Lion Subsistence Processing Plant,Other,,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,Teacher Housing,Other,,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,United Utilities Inc.,Other,,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,Old Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,Russian Orthodox Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,Tribal Council Maint. Bldg,Public Assembly,,No,,,,,,,,,,,,,,,,
Chenega Bay,1421254,FALSE,Regional Planners,Village Generator & Fuel Storage,Warehousing,,No,,,,,,,,,,,,,,,,
Chevak,1400219,FALSE,Dept. of Ed,,Education - K - 12,69419,No,,,,,,,,,,,,,,,,
Chevak,1400219,FALSE,ANTHC,,Health Care - Hospitals,2400,No,,,,1962,,36202,,,,1319,,20899,,,,13500
Chevak,1400219,FALSE,ARIS,CMTRS BuildingTribal Government - ANTHC,Office,920,No,,,,578.1021898,,1030.00927,,,,,,,,,,
Chevak,1400219,FALSE,ANTHC,,Office,920,No,,,,923,,2951,,,,395,,1129.2,,,,18678
CHEVAK,1400219,FALSE,ARIS,Tribal Office BuildingCHEVAK,Office,2400,No,,,,1353.722628,,4312.038662,,,,,,,,,,
Chevak,1400219,FALSE,ANTHC,,Office,2400,No,,,,1527,,9565,,,,906,,2973.2,,,,15586
Chevak,1400219,FALSE,Regional Planners,SRE Building --1 (Heated),Other,,No,,,,,,,,,,,,,,,,
Chevak,1400219,FALSE,Regional Planners,SRE Building --2,Other,,No,,,,,,,,,,,,,,,,
Chevak,1400219,FALSE,Regional Planners,Vacuum Plant,Water & Sewer,816,No,,,,,,,,,,,,,,,,
Chevak,1400219,FALSE,Regional Planners,Water Plant,Water & Sewer,1768,No,,,,,,,,,,,,,,,,
Chickaloon,1400239,0,End Use Study,Glacier View School,Education - K - 12,20343,No,,,,,,168960,,,,,,,,,,
Chickaloon,1400239,"11672 N. Wright Way, Sutton, AK",End Use Study,Sutton Elementary,Education - K - 12,25414,No,,,,,,174400,,,,,,,,,,
Chickaloon,1400239,0,End Use Study,Yane Daah School,Health Care - Hospitals,5376,No,,,,952,,19706,,,,,,,,,,
Chickaloon,1400239,"16166 N Glenn Hwy, Sutton",End Use Study,Health & Social Services Bldg,Health Care - Hospitals,,No,,,,1321,,13683,,,,,,,,,,
Chickaloon,1400239,0,End Use Study,Bay View Suites,Other,,No,,,,,,,,,,,,,,,,
Chicken,1400245,MP 66 Taylor Hwy,End Use Study,APT EQUIP,Warehousing,1696,No,,,,,,,,,,,,,,,,
Chignik,1400269,FALSE,Dept. of Ed,,Education - K - 12,21937,No,,,,,,,,,,,,,,,,
Chignik,1400269,FALSE,ARIS,Chignik BayLake & Peninsula School Dist,Education - K - 12,23900,No,,,,6926.948905,,46560.41904,,,,,,,,,,
Chignik,1400269,FALSE,Regional Planners,VPSO Office,Office,1141,No,,,,,,,,,,,,,,,,
Chignik,1400269,0,End Use Study,city office building,Office,2300,No,,,,,,,,,,,,,,,,
Chignik,1400269,FALSE,Regional Planners,Water Treatment Plant,Water & Sewer,600,No,,,,,,,,,,,,,,,,
Chignik,1400269,FALSE,Regional Planners,Washeteria,Water & Sewer,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,School Powerhouse,Education - K - 12,240,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Chignik Lagoon School,Education - K - 12,12878,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Clinic,Health Care - Hospitals,1302,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,IRA Office,Office,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,New Post Office,Office,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Old Village Post Office,Office,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Village Council Office,Office,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,ACS Phone Co.,Other,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,GCI Phone Co.,Other,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Incinerator,Other,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Old Tank Farm,Other,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Subsistence Bldg,Other,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Teacher Housing,Other,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Village Generator,Other,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Chignik Bible Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Youth Center,Public Assembly,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Fire & Heavy Equip. Storage,Public Safety,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Fire Equip. Bldg,Public Safety,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Store,Retail - Other,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,New Water Pumphouse,Water & Sewer,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Pumphouse,Water & Sewer,,No,,,,,,,,,,,,,,,,
Chignik Lagoon,1400274,FALSE,Regional Planners,Village Water Source,Water & Sewer,,No,,,,,,,,,,,,,,,,
Chignik Lake,1893911,FALSE,Regional Planners,Bed & Breakfast,Accommodation Services,,No,,,,,,,,,,,,,,,,
Chignik Lake,1893911,FALSE,Regional Planners,Hotel,Accommodation Services,,No,,,,,,,,,,,,,,,,
Chignik Lake,1893911,FALSE,Regional Planners,School Generator Building,Education - K - 12,800,No,,,,,,,,,,,,,,,,
Chignik Lake,1893911,FALSE,Regional Planners,School Shop,Education - K - 12,1440,No,,,,,,,,,,,,,,,,
Chignik Lake,1893911,FALSE,ARIS,Chignik LakeLake & Peninsula School Dist,Education - K - 12,21270,No,,,,20550.31241,,5969.053721,,,,,,,,,,
Chignik Lake,1893911,0,End Use Study,Chignik Lake Clinic,Health Care - Hospitals,2400,No,,,,660,,,,,,,,,,,,
Chignik Lake,1893911,0,End Use Study,IGAP Building,Office,1200,No,,,,550,,,,,,,,,,,,
Chignik Lake,1893911,P.O. Box 33,End Use Study,Sub Building,Office,2500,No,,,,660,,1500,,,,,,,,,,
Chignik Lake,1893911,FALSE,Regional Planners,Office,Office,,No,,,,,,,,,,,,,,,,
